        * X * * Y * * W * * WXY * * ERROR *
  
    -0.251896    -0.957206     2.731531     2.731531     0.000000
    -0.151138    -0.957206     2.844739     2.844738     0.000000
    -0.050379    -0.957206     2.972416     2.972416     0.000000
     0.050379    -0.957206     3.112584     3.112583     0.000000
     0.151138    -0.957206     3.263261     3.263261     0.000000
     0.251896    -0.957206     3.422469     3.422468     0.000000
    -0.453413    -0.856448     1.842946     1.842947    -0.000000
    -0.352655    -0.856448     1.891274     1.891274    -0.000000
    -0.251896    -0.856448     1.961031     1.961032    -0.000000
    -0.151138    -0.856448     2.050239     2.050239    -0.000000
    -0.050379    -0.856448     2.156916     2.156917    -0.000000
     0.050379    -0.856448     2.279084     2.279084    -0.000000
     0.151138    -0.856448     2.414761     2.414762    -0.000000
     0.251896    -0.856448     2.561969     2.561969    -0.000000
     0.352655    -0.856448     2.718726     2.718727    -0.000000
     0.453413    -0.856448     2.883054     2.883054    -0.000000
    -0.654931    -0.755689     1.277501     1.277501     0.000000
    -0.554172    -0.755689     1.243029     1.243029     0.000000
    -0.453413    -0.755689     1.236946     1.236946     0.000000
    -0.352655    -0.755689     1.257274     1.257274     0.000000
    -0.251896    -0.755689     1.302031     1.302031     0.000000
    -0.151138    -0.755689     1.369239     1.369239     0.000000
    -0.050379    -0.755689     1.456916     1.456916     0.000000
     0.050379    -0.755689     1.563084     1.563084     0.000000
     0.151138    -0.755689     1.685761     1.685761     0.000000
     0.251896    -0.755689     1.822969     1.822969     0.000000
     0.352655    -0.755689     1.972726     1.972726     0.000000
     0.453413    -0.755689     2.133054     2.133054     0.000000
     0.554172    -0.755689     2.301971     2.301971     0.000000
     0.654931    -0.755689     2.477499     2.477499     0.000000
    -0.755689    -0.654931     0.930844     0.930844     0.000000
    -0.654931    -0.654931     0.831001     0.831001     0.000000
    -0.554172    -0.654931     0.764529     0.764529     0.000000
    -0.453413    -0.654931     0.729446     0.729446     0.000000
    -0.352655    -0.654931     0.723774     0.723774     0.000000
    -0.251896    -0.654931     0.745531     0.745531     0.000000
    -0.151138    -0.654931     0.792739     0.792739     0.000000
    -0.050379    -0.654931     0.863416     0.863416     0.000000
     0.050379    -0.654931     0.955584     0.955584     0.000000
     0.151138    -0.654931     1.067261     1.067261     0.000000
     0.251896    -0.654931     1.196469     1.196469     0.000000
     0.352655    -0.654931     1.341226     1.341226     0.000000
     0.453413    -0.654931     1.499554     1.499554     0.000000
     0.554172    -0.654931     1.669471     1.669471     0.000000
     0.654931    -0.654931     1.848999     1.848999     0.000000
     0.755689    -0.654931     2.036156     2.036156     0.000000
    -0.755689    -0.554172     0.602844     0.602844    -0.000000
    -0.654931    -0.554172     0.470001     0.470001    -0.000000
    -0.554172    -0.554172     0.373529     0.373529    -0.000000
    -0.453413    -0.554172     0.311446     0.311446    -0.000000
    -0.352655    -0.554172     0.281774     0.281774    -0.000000
    -0.251896    -0.554172     0.282531     0.282531    -0.000000
    -0.151138    -0.554172     0.311739     0.311739    -0.000000
    -0.050379    -0.554172     0.367416     0.367416    -0.000000
     0.050379    -0.554172     0.447584     0.447584    -0.000000
     0.151138    -0.554172     0.550261     0.550261    -0.000000
     0.251896    -0.554172     0.673469     0.673469    -0.000000
     0.352655    -0.554172     0.815226     0.815226    -0.000000
     0.453413    -0.554172     0.973554     0.973554    -0.000000
     0.554172    -0.554172     1.146471     1.146471    -0.000000
     0.654931    -0.554172     1.331999     1.331999    -0.000000
     0.755689    -0.554172     1.528156     1.528156     0.000000
    -0.856448    -0.453413     0.554536     0.554536    -0.000000
    -0.755689    -0.453413     0.349344     0.349344     0.000000
    -0.654931    -0.453413     0.185501     0.185501     0.000000
    -0.554172    -0.453413     0.061029     0.061029    -0.000000
    -0.453413    -0.453413    -0.026054    -0.026054     0.000000
    -0.352655    -0.453413    -0.077726    -0.077726     0.000000
    -0.251896    -0.453413    -0.095969    -0.095969     0.000000
    -0.151138    -0.453413    -0.082761    -0.082761     0.000000
    -0.050379    -0.453413    -0.040084    -0.040084     0.000000
     0.050379    -0.453413     0.030084     0.030084     0.000000
     0.151138    -0.453413     0.125761     0.125761     0.000000
     0.251896    -0.453413     0.244969     0.244969     0.000000
     0.352655    -0.453413     0.385726     0.385726     0.000000
     0.453413    -0.453413     0.546054     0.546054     0.000000
     0.554172    -0.453413     0.723971     0.723971    -0.000000
     0.654931    -0.453413     0.917499     0.917499     0.000000
     0.755689    -0.453413     1.124656     1.124656     0.000000
     0.856448    -0.453413     1.343464     1.343464    -0.000000
    -0.856448    -0.352655     0.398536     0.398536    -0.000000
    -0.755689    -0.352655     0.161344     0.161344     0.000000
    -0.654931    -0.352655    -0.031499    -0.031499     0.000000
    -0.554172    -0.352655    -0.181971    -0.181971     0.000000
    -0.453413    -0.352655    -0.292054    -0.292054     0.000000
    -0.352655    -0.352655    -0.363726    -0.363726     0.000000
    -0.251896    -0.352655    -0.398969    -0.398969     0.000000
    -0.151138    -0.352655    -0.399761    -0.399761     0.000000
    -0.050379    -0.352655    -0.368084    -0.368084     0.000000
     0.050379    -0.352655    -0.305916    -0.305916     0.000000
     0.151138    -0.352655    -0.215239    -0.215239     0.000000
     0.251896    -0.352655    -0.098031    -0.098031     0.000000
     0.352655    -0.352655     0.043726     0.043726     0.000000
     0.453413    -0.352655     0.208054     0.208054     0.000000
     0.554172    -0.352655     0.392971     0.392971     0.000000
     0.654931    -0.352655     0.596499     0.596499     0.000000
     0.755689    -0.352655     0.816656     0.816656     0.000000
     0.856448    -0.352655     1.051464     1.051464    -0.000000
    -0.957206    -0.251896     0.613559     0.613559     0.000000
    -0.856448    -0.251896     0.297036     0.297036    -0.000000
    -0.755689    -0.251896     0.029844     0.029844    -0.000000
    -0.654931    -0.251896    -0.189999    -0.189999     0.000000
    -0.554172    -0.251896    -0.364471    -0.364471    -0.000000
    -0.453413    -0.251896    -0.495554    -0.495554    -0.000000
    -0.352655    -0.251896    -0.585226    -0.585226     0.000000
    -0.251896    -0.251896    -0.635469    -0.635469     0.000000
    -0.151138    -0.251896    -0.648261    -0.648261    -0.000000
    -0.050379    -0.251896    -0.625584    -0.625584    -0.000000
     0.050379    -0.251896    -0.569416    -0.569416     0.000000
     0.151138    -0.251896    -0.481739    -0.481739    -0.000000
     0.251896    -0.251896    -0.364531    -0.364531    -0.000000
     0.352655    -0.251896    -0.219774    -0.219774    -0.000000
     0.453413    -0.251896    -0.049446    -0.049446    -0.000000
     0.554172    -0.251896     0.144471     0.144471    -0.000000
     0.654931    -0.251896     0.359999     0.359999     0.000000
     0.755689    -0.251896     0.595156     0.595156     0.000000
     0.856448    -0.251896     0.847964     0.847964    -0.000000
     0.957206    -0.251896     1.116441     1.116441     0.000000
    -0.957206    -0.151138     0.588559     0.588559     0.000000
    -0.856448    -0.151138     0.241036     0.241036    -0.000000
    -0.755689    -0.151138    -0.054156    -0.054156     0.000000
    -0.654931    -0.151138    -0.298999    -0.298999     0.000000
    -0.554172    -0.151138    -0.495471    -0.495471    -0.000000
    -0.453413    -0.151138    -0.645554    -0.645554     0.000000
    -0.352655    -0.151138    -0.751226    -0.751226     0.000000
    -0.251896    -0.151138    -0.814469    -0.814469     0.000000
    -0.151138    -0.151138    -0.837261    -0.837261     0.000000
    -0.050379    -0.151138    -0.821584    -0.821584     0.000000
     0.050379    -0.151138    -0.769416    -0.769416    -0.000000
     0.151138    -0.151138    -0.682739    -0.682739     0.000000
     0.251896    -0.151138    -0.563531    -0.563531    -0.000000
     0.352655    -0.151138    -0.413774    -0.413774     0.000000
     0.453413    -0.151138    -0.235446    -0.235446     0.000000
     0.554172    -0.151138    -0.030529    -0.030529    -0.000000
     0.654931    -0.151138     0.198999     0.198999     0.000000
     0.755689    -0.151138     0.451156     0.451156     0.000000
     0.856448    -0.151138     0.723964     0.723964    -0.000000
     0.957206    -0.151138     1.015441     1.015441     0.000000
    -0.957206    -0.050379     0.598059     0.598059     0.000000
    -0.856448    -0.050379     0.221536     0.221536    -0.000000
    -0.755689    -0.050379    -0.099656    -0.099656     0.000000
    -0.654931    -0.050379    -0.367499    -0.367499     0.000000
    -0.554172    -0.050379    -0.583971    -0.583971    -0.000000
    -0.453413    -0.050379    -0.751054    -0.751054     0.000000
    -0.352655    -0.050379    -0.870726    -0.870726     0.000000
    -0.251896    -0.050379    -0.944969    -0.944969     0.000000
    -0.151138    -0.050379    -0.975761    -0.975761     0.000000
    -0.050379    -0.050379    -0.965084    -0.965084    -0.000000
     0.050379    -0.050379    -0.914916    -0.914916     0.000000
